,Package Name,Access,Summary,Updated
335,openvino,public,OpenVINO C++ / C / Python Runtimes & Development files,2025-07-01
336,libopenvino-intel-gpu-plugin,public,OpenVINO Intel® GPU plugin,2025-07-01
337,libopenvino-onnx-frontend,public,OpenVINO ONNX Frontend,2025-07-01
338,libopenvino-auto-plugin,public,OpenVINO Auto plugin,2025-07-01
339,libopenvino-hetero-plugin,public,OpenVINO Hetero plugin,2025-07-01
340,libopenvino-pytorch-frontend,public,OpenVINO Pytorch Frontend,2025-07-01
341,libopenvino-tensorflow-frontend,public,OpenVINO TensorFlow Frontend,2025-07-01
342,google-cloud-sdk,public,Command-line interface for Google Cloud Platform products and services,2025-07-01
343,gpp-client,public,Gemini Program Platform client.,2025-07-01
344,dataretrieval,public,"Package to obtain USGS or EPA water quality, streamflow, and metadata from web services.",2025-07-01
345,folly,public,Facebook Open-source Library,2025-07-01
346,trivy,public,"Trivy is a comprehensive and versatile security scanner. Trivy has scanners that look for security issues, and targets where it can find those issues.",2025-07-01
347,harper,public,The Grammar Checker for Developers,2025-07-01
348,libsemigroups,public,C++ library for semigroups and monoids,2025-07-01
349,heyoka.py,public,Python library for ODE integration via Taylor's method and LLVM,2025-07-01
350,mkdocs-material,public,A Material Design theme for mkdocs,2025-07-01
351,yarp-python,public,"YARP is a library and toolkit for communication and device interfaces, used on everything from humanoids to embedded devices.",2025-07-01
352,yarp,public,"YARP is a library and toolkit for communication and device interfaces, used on everything from humanoids to embedded devices.",2025-07-01
353,llama-index,public,Interface between LLMs and your data,2025-07-01
354,mss,public,A client/server application developed in the community to collaboratively create flight plans based on model data.,2025-07-01
355,pz-rail-sklearn,public,RAIL estimators using scikit-learn regressors,2025-07-01
356,libyarp,public,"YARP is a library and toolkit for communication and device interfaces, used on everything from humanoids to embedded devices.",2025-07-01
357,yarp-cxx,public,"YARP is a library and toolkit for communication and device interfaces, used on everything from humanoids to embedded devices.",2025-07-01
358,libhdbpp-timescale-dbg,public,HDB++ library for Timescale database back-end,2025-07-01
359,libhdbpp-timescale,public,HDB++ library for Timescale database back-end,2025-07-01
360,dolphin,public,Workflows for generating surface displacement maps using InSAR,2025-07-01
361,herbie-data,public,Download numerical weather prediction GRIB2 model data.,2025-07-01
362,pycollada,public,python library for reading and writing collada documents,2025-07-01
363,vrs,public,A library and binaries for manipulating VRS files,2025-07-01
364,napari-base,public,"a fast n-dimensional image viewer in Python, with only the required dependencies",2025-07-01
365,napari-menu,public,provides menu icons for napari,2025-07-01
366,napari,public,a fast n-dimensional image viewer in Python,2025-07-01
367,h3-py,public,"Python bindings for H3, a hierarchical hexagonal geospatial indexing system developed by Uber Technologies",2025-07-01
368,pydflow,public,Dflow is a Python framework for constructing scientific computing workflows employing Argo Workflows as the workflow engine.,2025-07-01
369,libcapstone,public,The Ultimate Disassembler,2025-07-01
370,capstone,public,The Ultimate Disassembler,2025-07-01
371,cstool,public,The Ultimate Disassembler,2025-07-01
372,outlines,public,Probabilistic Generative Model Programming,2025-07-01
373,boinor,public,Utilities and Python wrappers for Orbital Mechanics.,2025-07-01
374,mkl-service,public,Python hooks for Intel(R) Math Kernel Library runtime control settings.,2025-07-01
375,anchorboosting,public,Efficient tree-based nonlinear anchor regression and classification for Python.,2025-07-01
376,parsl-with-globus_compute,public,Simple parallel workflows system for Python,2025-07-01
377,parsl-with-kubernetes,public,Simple parallel workflows system for Python,2025-07-01
378,parsl,public,Simple parallel workflows system for Python,2025-07-01
379,parsl-with-google_cloud,public,Simple parallel workflows system for Python,2025-07-01
380,parsl-with-monitoring,public,Simple parallel workflows system for Python,2025-07-01
381,parsl-with-proxystore,public,Simple parallel workflows system for Python,2025-07-01
382,parsl-with-gssapi,public,Simple parallel workflows system for Python,2025-07-01
383,parsl-with-visualization,public,Simple parallel workflows system for Python,2025-07-01
384,parsl-with-flux,public,Simple parallel workflows system for Python,2025-07-01
385,parsl-with-workqueue,public,Simple parallel workflows system for Python,2025-07-01
386,parsl-with-radical-pilot,public,Simple parallel workflows system for Python,2025-07-01
387,parsl-with-aws,public,Simple parallel workflows system for Python,2025-07-01
388,sheldon,public,"Fast, configurable, shell plugin manager",2025-07-01
389,piqp,public,A Proximal Interior Point Quadratic Programming solver,2025-07-01
390,heyoka,public,"A C++ library for ODE integration via Taylor's method, based on LLVM",2025-07-01
391,heyoka-llvm-16,public,"A C++ library for ODE integration via Taylor's method, based on LLVM",2025-07-01
392,heyoka-llvm-17,public,"A C++ library for ODE integration via Taylor's method, based on LLVM",2025-07-01
393,heyoka-llvm-18,public,"A C++ library for ODE integration via Taylor's method, based on LLVM",2025-07-01
394,heyoka-llvm-19,public,"A C++ library for ODE integration via Taylor's method, based on LLVM",2025-07-01
395,heyoka-llvm-20,public,"A C++ library for ODE integration via Taylor's method, based on LLVM",2025-07-01
396,dlclibrary,public,DLClibrary is a lightweight library supporting universal functions for the DeepLabCut ecosystem.,2025-07-01
397,html-sanitizer,public,HTML sanitizer,2025-07-01
398,ogstools,public,A collection of Python tools aimed at evolving into a modeling toolchain around OpenGeoSys.,2025-07-01
399,ansys-tools-visualization-interface,public,A Python visualization interface for PyAnsys libraries,2025-07-01
400,meshcat-shapes,public,Useful shapes to decorate MeshCat scenes.,2025-07-01
401,llama-index-core,public,Interface between LLMs and your data,2025-07-01
402,tslearn,public,A machine learning toolkit dedicated to time-series data,2025-07-01
403,clickhouse-connect,public,"ClickHouse core driver, SqlAlchemy, and Superset libraries",2025-07-01
404,aws-cdk.cloud-assembly-schema,public,Cloud Assembly Schema,2025-07-01
405,act,public,Run your GitHub Actions locally!,2025-07-01
406,csp-gateway,public,Application framework built on CSP,2025-07-01
407,zarr,public,"An implementation of chunked, compressed, N-dimensional arrays for Python",2025-07-01
408,r-bayestestr,public,"Provides utilities to describe posterior distributions and Bayesian models. It includes point-estimates such as Maximum A Posteriori (MAP), measures of dispersion (Highest Density Interval - HDI; Kruschke, 2015 <doi:10.1016/C2012-0-00477-2>) and indices used for null-hypothesis testing (such as ROPE percentage, pd and Bayes factors).",2025-07-01
409,calkulate,public,Calkulate: seawater total alkalinity from titration data,2025-07-01
410,r-sparklyr,public,"R interface to Apache Spark, a fast and general engine for big data processing, see <http://spark.apache.org>. This package supports connecting to local and remote Apache Spark clusters, provides a 'dplyr' compatible back-end, and provides an interface to Spark's built-in machine learning algorithms.",2025-07-01
411,mypy-boto3-glue,public,Type annotations for boto3.Glue 1.34.35 service generated with mypy-boto3-builder 7.23.1,2025-07-01
412,mypy-boto3-redshift-data,public,Type annotations for boto3.RedshiftDataAPIService 1.34.0 service generated with mypy-boto3-builder 7.21.0,2025-07-01
413,pyrefly,public,A fast type checker and IDE for Python,2025-07-01
414,gems3k,public,Numerical kernel solver of the GEM-Selektor v.3 package for geochemical modelling.,2025-07-01
415,ansys-api-geometry,public,Autogenerated Python gRPC interface package for ansys-api-geometry,2025-07-01
416,diffsky,public,Library for differentiable generation of synthetic skies,2025-07-01
417,zizmor,public,Static analysis for GitHub Actions,2025-07-01
418,langchain-ai21,public,An integration package connecting AI21 and LangChain,2025-07-01
419,storybook,public,"Storybook's CLI - install, dev, build, upgrade, and more",2025-07-01
420,mlx-lm,public,LLMs on Apple silicon with MLX and the Hugging Face Hub,2025-07-01
421,einsums,public,J. Turney's C++ library providing compile-time contraction pattern analysis to determine optimal tensor operations,2025-07-01
422,tiledb,public,TileDB sparse and dense multi-dimensional array data management,2025-07-01
423,dinosaur-dycore,public,differentiable dynamics for global atmospheric modeling,2025-07-01
424,planet,public,Planet API Client,2025-07-01
425,open3d,public,Open-source library that supports rapid development of software that deals with 3D data.,2025-07-01
426,moonrepo-moon,public,Build system for managing codebases,2025-07-01
427,lsof,public,LiSt Open Files,2025-07-01
428,obake,public,A C++20 library for the symbolic manipulation of sparse polynomials and other closely-related mathematical objects,2025-07-01
429,obake-devel,public,A C++20 library for the symbolic manipulation of sparse polynomials and other closely-related mathematical objects,2025-07-01
430,oh-my-posh,public,Prompt theme engine for any shell,2025-07-01
431,dependabot-cli,public,A tool for testing and debugging Dependabot update jobs.,2025-07-01
432,xarray-eopf,public,A backend implementation for xarray that allows for analysis-ready reading of ESA EOPF data products.,2025-07-01
433,mangohud,public,"A Vulkan and OpenGL overlay for monitoring FPS, temperatures, CPU/GPU load and more.",2025-07-01
434,geotexxx,public,Package om geotechnisch grondonderzoek te verwerken,2025-07-01
435,statsmodels,public,Statistical computations and models for use with SciPy,2025-07-01
436,bipedal-locomotion-framework-python,public,Suite of libraries for achieving bipedal locomotion on humanoid robots.,2025-07-01
437,skmatter,public,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and chemistry communities,2025-07-01
438,nequip,public,NequIP is a code for building E(3)-equivariant interatomic potentials,2025-07-01
439,libbipedal-locomotion-framework,public,Suite of libraries for achieving bipedal locomotion on humanoid robots.,2025-07-01
440,bipedal-locomotion-framework,public,Suite of libraries for achieving bipedal locomotion on humanoid robots.,2025-07-01
441,respondo,public,Library for evaluating response functions for molecular properties,2025-07-01
442,types-networkx,public,Typing stubs for networkx,2025-07-01
443,graphdatascience.ogb,public,A Python client for the Neo4j Graph Data Science (GDS) library,2025-07-01
444,graphdatascience.networkx,public,A Python client for the Neo4j Graph Data Science (GDS) library,2025-07-01
445,graphdatascience,public,A Python client for the Neo4j Graph Data Science (GDS) library,2025-07-01
446,eccodes,public,ECMWF ecCodes Copyright 2005- ECMWF.,2025-07-01
447,aligator,public,A versatile and efficient framework for constrained trajectory optimization.,2025-07-01
448,mppp,public,A modern C++ library for multiprecision arithmetic,2025-07-01
449,fancylog,public,Fancier logging in Python,2025-07-01
450,asf_search-base,public,No Summary,2025-07-01
451,asf_search,public,Python wrapper for ASF's SearchAPI,2025-07-01
452,proxsuite-nlp,public,A primal-dual augmented Lagrangian solver for nonlinear programming on manifolds.,2025-07-01
453,mypy-boto3-kinesis,public,Type annotations for boto3 Kinesis 1.39.0 service generated with mypy-boto3-builder,2025-07-01
